id,lat,long,nom,ville,type,adresse
3,2.3481741,48.8647839,Kodama,75002,coffee/the/coeur,30 Rue Tiquetonne
4,2.3373715,48.8655242,Cafe Kitsune,75001,coffee,51 Gal de Montpensier
5,2.3530365,48.8646364,Partisan Café Artisanal,75003,coffee/coeur,36 Rue de Turbigo
9,2.3553145,48.8903077,Lomi,75018,coffee/coeur,3 ter Rue Marcadet
14,2.376747,48.8526863,Passager,75011,coffee/brunch,107 Av. Ledru Rollin
16,2.3557431,48.8544402,La Caféothèque de Paris,75004,coffee,52 Rue de l'Hôtel de ville
17,2.3690393,48.8562232,BACK IN BLACK by KB Coffee Roasters,75011,coffee/brunch,25 Rue Amelot
18,2.3817047,48.8751346,Belleville Brûlerie - Paris,75019,coffee,14b Rue Lally-Tollendal
19,2.3742482,48.8832539,Belleville Brûlerie - Paris - Le Quartier Général,75019,coffee,14b Rue Lally-Tollendal
20,2.3363585,48.8661837,Télescope,75001,coffee,5 Rue Villédo
26,2.3282134,48.8864335,La Main Noire,75018,coffee,12 Rue Cavallotti
28,2.3402927,48.8908722,Two Doors Coffee-Shop,75018,coffee,27 Rue Francœur
29,2.317856,48.887082,Dose Paris • Batignolles,75017,coffee/brunch,82 Place du Dr Félix Lobligeois
30,2.3233068,48.8917471,Espeletia Café,75017,coffee,52 Rue Davy
38,2.3249371,48.8543713,Certified café,75007,coffee,83P Rue du Bac
40,2.3481962,48.8470061,TRAM café librairie,75005,coffee/coeur,47 Rue de la Montagne Ste Geneviève
41,2.3446142,48.88691,The Hardware Société Paris,75018,coffee/brunch,10 Rue Lamarck
43,2.3822625,48.8735287,Combat,75019,bar,63 Rue de Belleville
44,2.3658365,48.8640676,Bisou.,75003,bar,15 Bd du Temple
45,2.3759872,48.854815,Fréquence,75011,bar,20 Rue Keller
46,2.3734617,48.8627195,Dirty Lemon,75011,bar,24 Rue de la Folie Méricourt
47,2.35072,48.8752266,Divine,75010,bar,61 Rue d'Hauteville
48,2.339409,48.8765783,RAP Epicerie Fine Italienne,75009,epicerie,4 Rue Flechier
49,,,Au Bout Du Champ - LEVALLOIS-PERRET,Levallois,primeur,4 rue Camille Pelletan
50,,,Au Bout Du Champ - PARIS 9,75009,primeur,16  rue des Martyrs
51,,,Au Bout Du Champ - PARIS 11,75011,primeur,44  rue Oberkampf
52,,,Au Bout Du Champ - PARIS 14,75014,primeur,28  rue Daguerre
53,,,Au Bout Du Champ - PARIS 14,75014,primeur,98  rue Raymond Losserand
54,,,Au Bout Du Champ - PARIS 15,75015,primeur,86  rue Cambronne
55,,,Au Bout Du Champ - PARIS 17,75017,primeur,20  rue des Dames
56,,,Au Bout Du Champ - PARIS 18,75018,primeur,38  rue Lepic
58,,,Au Bout Du Champ - PARIS 19,75019,primeur,9  avenue Secrétan
59,,,Au Bout Du Champ - PARIS 20,75020,primeur,140  rue de Belleville
60,,,Au Bout Du Champ - PARIS 20,75020,primeur,220  rue des Pyrénées
61,2.3237801,48.8502785,La Grande Épicerie de Paris 7,75007,epicerie/boucherie/poissonerie/primeur/vins,38 Rue de Sèvres
62,,,La Grande Épicerie de Paris 16,75016,epicerie/boucherie/poissonerie/primeur/vins,80 Rue de Passy
63,,,Boucherie Terroir d'Avenir - rue du Nil,75002,boucherie,6 rue du Nil
64,,,Boulangerie Terroir d'Avenir - rue du Nil,75002,boulangerie/patisserie,3 rue du Nil
65,,,Crèmerie Terroir d'Avenir - rue du Nil,75002,cremerie,8 rue du Nil
66,,,ÉPICERIE – PRIMEUR Terroir d'Avenir - rue du Nil,75002,epicerie/primeur/coeur,7 rue du Nil
67,,,Poissonerie Terroir d'Avenir - rue du Nil,75002,poissonerie,8 rue du Nil
68,,,Boucherie Terroir d'Avenir - rue Paul Bert,75011,boucherie,2 rue Paul Bert
69,,,Boulangerie Terroir d'Avenir - rue Paul Bert,75011,boulangerie/patisserie,8 rue Paul Bert
70,,,ÉPICERIE – PRIMEUR – CRÈMERIE Terroir d'Avenir - rue Paul Bert,75011,epicerie/primeur/cremerie,5 rue Paul Bert
71,,,Boucherie Terroir d'Avenir - RUE JEAN-PIERRE TIMBAUD,75011,boucherie,84 rue Jean-Pierre Timbaud
72,,,ÉPICERIE – PRIMEUR – CRÈMERIE Terroir d'Avenir -  RUE JEAN-PIERRE TIMBAUD,75011,epicerie/primeur/cremerie,85 rue Jean-Pierre Timbaud
73,,,ÉPICERIE – PRIMEUR – CRÈMERIE Terroir d'Avenir -  MONTREUIL,93100,epicerie/primeur/cremerie,9 rue du Capitaine Dreyfus
74,,,Umami Matcha Café To Go,75017,coffee/epicerie/brunch/the,5 Rue Pierre Demours
75,2.3636103,48.8665548,Umami Matcha Café,75003,coffee/epicerie/brunch/the/coeur,22 Rue Béranger
77,,,Maison Plisson - BEAUMARCHAIS,75003,epicerie/primeur/cremerie/boucherie/vins/boulangerie,93 Boulevard Beaumarchais
79,,,Terra Gourma,Levallois Perret,epicerie/vins,79 rue Voltaire
80,,,Fromagerie Beaufils - Paris 14,75014,cremerie,100 rue Raymond Losserand
81,,,Fromagerie Beaufils - Paris 20,75020,cremerie,118 rue de Belleville
82,,,Fromagerie Beaufils - Paris 14,75009,cremerie,20 rue Cadet
83,2.3360435,48.867575,Epices Roellinger Paris,75002,epicerie,51 bis Rue Sainte-Anne
84,2.3055702,48.8564772,Fromager Marie-Anne Cantin,75007,cremerie,12 Rue du Champ de Mars
85,2.3055815,48.8576963,Lastre Sans Apostrophe,75007,boucherie,188 Rue de Grenelle
86,2.3618865,48.8547591,Fromagerie Laurent Dubois Bastille,75004,cremerie,97-99 Rue Saint-Antoine
87,,,Boucherie Le Bourdonnec - Paris 6,75006,boucherie,43 Rue du Cherche-Midi
88,,,Boucherie Le Bourdonnec - Paris 17,75017,boucherie,51 Rue de Lévis
89,,,Boucherie Le Bourdonnec - Paris 7,75007,boucherie,208 bis Rue de Grenelle
91,5.379091,43.2958049,Epicerie l'Ideal,13001,pouce/epicerie/primeur/neobistrot,11 Rue d'Aubagne
92,2.3516656,48.8909286,La Laiterie de Paris,75018,cremerie/coeur,74 Rue des Poissonniers
94,2.342127,48.8741,MONBLEU Faubourg Montmartre,75009,cremerie,37 Rue du Faubourg Montmartre
95,2.316611,48.8347856,Chez Victor,75014,pouce/epicerie/primeur,73 rue Pernety
96,,,Maison Vérot - Paris 6,75006,boucherie,3 rue Notre-Dame des Champs
97,,,Maison Vérot - Paris 3,75003,boucherie,38 rue de Bretagne
98,,,Maison Vérot - Paris 8 (Galeries Lafayette),75008,boucherie,60 avenue des Champs-Élysées
99,,,Maison Vérot - Paris 9 (Galeries Lafayette),75009,boucherie,40 boulevard Haussmann
100,2.359137,48.8674246,Kilikio - Traiteur Grec,75018,epicerie,44 Rue des Abbesses
101,,,Epicerie japonaise Kanae - Paris 5,75005,epicerie,29 Pl. Maubert
102,,,Epicerie japonaise Kanae - Paris 15,75015,epicerie,118 Rue Lecourbe
103,6.1246913,45.9027784,Pierre Gay - Annecy,Annecy,cremerie,47 Rue Carnot
104,,,SoumSoum - Paris 8,75008,orient,59 Rue de Miromesnil
105,,,SoumSoum - Paris 11,75011,orient,144 Bd Voltaire
108,2.3860475,48.8687923,Creme,75020,cremerie/vins,6 Rue Julien Lacroix
109,2.3010287,48.8569275,Arnaud Nicolas restaurant-boutique,75007,boucherie/brasserie,46 Av. de la Bourdonnais
110,2.341971,48.8899137,Charcuterie Arnaud NICOLAS,75018,boucherie,125 Rue Caulaincourt
111,2.3394996,48.8781182,Maison Thielen Charcuterie - Traiteur,75009,boucherie,21 Rue des Martyrs
112,2.3779092,48.889775,Epicerie MIAM,75019,epicerie/boucherie/cremerie/primeur,168 Rue de Crimée
113,2.3398906,48.8932909,Au Lait Cru Fromagerie,75018,cremerie,114 Rue Ordener
114,,,Humphris - Paris 9,75009,epicerie/primeur/cremerie/boucherie/vins/boulangerie,2 Rue Milton
115,,,Humphris - Paris 18,75018,epicerie/primeur/cremerie/boucherie/vins/boulangerie,74 Rue des Poissonniers
116,2.3343492,48.8943737,Le marché par Bonne Femme,75018,pouce,5 Rue du Marché Ordener
117,2.4432364,48.863785,Archi-Boucher,93100,boucherie,22 Rue de l'Église
118,2.4021845,48.8680233,Jeanine et Christiane,75020,boucherie,8 Rue du Surmelin
119,2.3538392,48.8721462,TAKA & VERMO - Artisans Fromagers,75010,cremerie,61bis Rue du Faubourg Saint-Denis
120,2.3537448,48.8485255,Ottanta,75005,epicerie/cremerie/vins,6 Rue de l'Arbalète
124,2.3394612,48.8781606,Berrie Martyrs,75009,epicerie/primeur/cremerie/boucherie/vins/boulangerie,21 Rue des Martyrs
125,2.3355589,48.8766772,Berrie Saint-Lazare,75009,epicerie/primeur/cremerie/boucherie/vins/boulangerie,39 Rue Saint-Lazare
126,2.3202369,48.8899008,Berrie Moines,75017,epicerie/primeur/cremerie/boucherie/vins/boulangerie,45 Rue des Moines
128,2.3795163,48.8548442,Nanina,75011,cremerie,24 Rue Basfroi
129,2.372889,48.8583952,Ebisu Poissonnerie,75011,poissonerie/asiatique,30 Rue du Chemin Vert
130,2.3492807,48.875758,Le Bel Ordinaire - Rive Gauche,75005,neobistrot,5 Rue de Bazeilles
131,2.3420781,48.8643574,Restaurant Kei,75001,gastronomique/coeur,5 Rue Coq Héron
132,2.3807315,48.8535789,Septime,75011,gastronomique/neobistrot,80 Rue de Charonne
133,,,Clamato,75011,neobistrot/coeur,80 Rue de Charonne
134,,,Septime La Cave,75011,vins/bar,3 Rue Basfroi 
135,2.309736,48.860224,Restaurant David Toutain,75007,gastronomique,29 Rue Surcouf
140,2.3192137,48.8701341,Le Grand Restaurant - Jean-François Piège,75007,gastronomique,7 Rue d'Aguesseau
142,2.341767,48.8615012,Restaurant yam'Tcha,75001,gastronomique,121 Rue St Honoré
143,2.3169827,48.8557513,Arpège,75007,gastronomique,84 Rue de Varenne
144,,,Restaurant La Scène - Stéphanie Le Quellec,75008,gastronomique,32 Av. Matignon
145,2.3373794,48.867702,Sushi-B Paris,75002,gastronomique/asiatique,5 Rue Rameau
146,2.3374347,48.8664208,Verjus,75001,neobistrot,52 Rue de Richelieu
147,2.2988973,48.873015,Restaurant Copenhague,75008,gastronomique,142 Av. des Champs-Élysées
148,2.347721,48.876063,NESO,75009,gastronomique/neobistrot,6 Rue Papillon
150,,,La Dame de Pic,75001,gastronomique/neobistrot,20 Rue du Louvre
153,2.3097858,48.8673954,Le Clarence,75008,gastronomique,31 Av. Franklin Delano Roosevelt
158,2.4365385,48.8476689,L'Ours,94300,gastronomique/neobistrot,10 Rue de l'Église
162,2.307617,48.873616,Apicius,75008,gastronomique,20 Rue d'Artois
164,2.3132848,48.8697628,La Réserve Paris - Hôtel et Spa,75008,gastronomique,42 Av. Gabriel
165,2.3224834,48.8362615,Mosuke par Mory Sacko,75014,gastronomique/neobistrot,11 Rue Raymond Losserand
167,,,MAMICHE - Paris 9,75009,boulangerie/patisserie/pouce/coeur,45 Rue Condorcet
168,,,MAMICHE - Paris 10,75010,boulangerie/patisserie/pouce/coeur,32 Rue du Château d'Eau
169,2.3606901,48.8638169,Bontemps,75003,patisserie/the/brunch/coeur,57 Rue de Bretagne
172,2.3360432,48.8401436,La Closerie des Lilas,75006,gastronomique/brasserie,171 Bd du Montparnasse
176,,,Yann Couvreur Pâtisserie - Paris 10,75010,boulangerie/patisserie/pouce,137 Ave Parmentier
177,,,Yann Couvreur Pâtisserie - Galeries Lafayette Gourmet,75009,boulangerie/patisserie/pouce,35 Bd Haussmann
178,,,Yann Couvreur Pâtisserie - Paris 17,75017,boulangerie/patisserie/pouce,25 Rue Legendre
179,2.328127,48.865241,Le Meurice,75001,gastronomique/brunch/patisserie,228 Rue de Rivoli
180,,,Cédric Grolet Opéra,75002,boulangerie/patisserie/pouce/brunch,35 Av. de l'Opéra
181,2.3473079,48.8679191,Boneshaker Doughnuts,75002,patisserie,77 Rue d'Aboukir
182,,,Fou de Pâtisserie - Martyrs,75009,patisserie,36 Rue des Martyrs
183,,,Fou de Pâtisserie - Montorgueil,75002,patisserie,45 Rue Montorgueil
184,2.3628904,48.8712453,Du Pain et des Idées,75010,boulangerie/pouce,34 Rue Yves Toudic
185,2.3687121,48.8652898,Boulangerie Utopie,75011,boulangerie/pouce/patisserie,20 Rue Jean-Pierre Timbaud
186,2.3377974,48.8856653,Pâtisserie Gilles Marchal,75018,boulangerie/pouce/patisserie,9 Rue Ravignan
187,2.3368532,48.8675969,Tomo,75002,patisserie/asiatique/the,11 Rue Chabanais
188,2.3468149,48.8652644,Stohrer,75002,patisserie,51 Rue Montorgueil
189,,,Des Gâteaux et du Pain - Saint Germain,75007,boulangerie/patisserie,89 Rue du Bac
190,,,Des Gâteaux et du Pain - Montparnasse,75015,boulangerie/patisserie,63 Bd Pasteur
191,2.3608404,48.8702307,HOUSE OF 3 BROTHERS & BROTHERS EAT,75010,patisserie/brunch/coffee/pouce,23/25 Rue de Lancry
193,2.3852926,48.8528028,La Chocolaterie Cyril Lignac - Paul Bert,75011,patisserie/chocolatier,25 Rue Chanzy
194,,,La Pâtisserie Cyril Lignac - Poncelet,75017,boulangerie/patisserie/chocolatier,9 Rue Bayen
195,,,La Pâtisserie Cyril Lignac - Sèvres,75006,boulangerie/patisserie/chocolatier,133 Rue de Sèvres
196,,,La Pâtisserie Cyril Lignac - Chaillot,75116,boulangerie/patisserie/chocolatier,2 Rue de Chaillot
197,,,La Pâtisserie Cyril Lignac - Pasteur,75015,boulangerie/patisserie/chocolatier,55 Bd Pasteur
199,2.364797,48.873503,Ten Belles,75010,boulangerie/patisserie/coffee,10 Rue de la Grange aux Belles
200,2.3737094,48.8576591,Ten Belles Bread,75011,boulangerie/patisserie/coffee,17-19 Rue Breguet
201,,,Ten Belles 6,75006,boulangerie/patisserie/coffee,53 Rue du Cherche-Midi
202,2.3653088,48.861154,Boot Café,75003,patisserie/coffee,19 Rue du Pont aux Choux
203,,,Season Marais,75003,brunch/pouce/vege,1 Rue Charles-François Dupuis
204,,,SEASON AMELOT,75003,brunch/pouce/vege,67 Rue St Sabin
205,,,Benoît Castel - Paris 20,75020,boulangerie/patisserie/pouce/coffee/brunch,150 Rue de Ménilmontant
206,,,Coffee Shop Benoît Castel,75020,boulangerie/patisserie/pouce/coffee/brunch,11 Rue Sorbier
207,2.3981429,48.8703943,Benoît Castel - Paris 11,75011,boulangerie/patisserie/pouce/coffee/brunch,72 Rue Jean-Pierre Timbaud
208,,,Une Glace à Paris - Paris 4,75004,glace,15 Rue Sainte-Croix de la Bretonnerie
209,2.33635,48.885403,Une Glace à Paris - Paris 18,75018,glace,16 Pl. des Abbesses
211,,,Ritz Paris Le Comptoir,75001,patisserie/brunch/coeur,38 Rue Cambon
212,2.3288932,48.8680987,Ritz Paris,75001,gastronomique/brunch/patisserie/the,15 Pl. Vendôme
213,2.2934759,48.8637135,"Shangri-La Hotel, Paris",75116,gastronomique/asiatique,10 Av. d'Iéna
214,,,IBRIK CAFE,75009,brunch/neobistrot/coffee,43  rue Laffitte
215,,,IBRICK KITCHEN,75002,brunch/neobistrot/coffee,9  rue de Mulhouse
216,,,IBRICK DELI,75010,brunch/neobistrot/coffee,7 Rue d’Enghien
217,2.2911097,48.8490809,O Coffeeshop,75015,coffee/patisserie/brunch,23 Rue de Lourmel
218,,,Rose Bakery Take Away,75009,coffee/patisserie/boulangerie,46 Rue des Martyrs
219,,,Rose Bakery Tea Room Le Bon Marché,75007,coffee/patisserie,24 Rue de Sèvres
220,,,Rose Bakery Café,75009,coffee/patisserie/epicerie,13 Rue Manuel
221,2.3767622,48.8505611,Blé Sucré,75012,boulangerie/patisserie,7 Rue Antoine Vollon
222,2.374983,48.849097,Boulangerie bo,75012,boulangerie/patisserie,85bis Rue de Charenton
223,2.33195,48.8641216,Salon de thé - Pâtisserie des Tuileries,75001,patisserie,3 Rue des Pyramides
224,2.34015,48.8779892,Sébastien Gaudard - Pâtisserie des Martyrs,75009,patisserie,22 Rue des Martyrs
227,2.3547866,48.8573944,Maison Aleph,75004,patisserie/orient,20 Rue de la Verrerie
228,2.3683518,48.8758619,La Fontaine de Belleville,75010,brunch/coffee/brasserie,31-33 Rue Juliette Dodu
229,2.3122056,48.8479793,Mori Yoshida,75007,patisserie,65 Av. de Breteuil
230,2.3645631,48.8644515,Jacques Genin - Marais,75003,patisserie/the/brunch,133 Rue de Turenne
231,,,Jacques Genin - Varenne,75007,patisserie/the/brunch,27 Rue de Varenne
232,,,Holybelly 5,75010,brunch/neobistrot/coffee/coeur,5 Rue Lucien Sampaix
234,2.3664356,48.8692042,IMA Vegetarian Food,75010,brunch/neobistrot/vege,39 Quai de Valmy
235,2.3541724,48.8633796,Boulangerie Nicolas Flamel,75003,boulangerie/patisserie,34 Rue de Montmorency
236,2.3355537,48.866097,Aki Boulangerie,75001,boulangerie/patisserie/asiatique,16 Rue Sainte-Anne
237,2.3201681,48.8353826,Hexagone Café,75014,patisserie/coffee/brunch,121 Rue du Château
238,2.3413655,48.847445,La Fabrique Givrée - Paris,75005,glace,26 Rue Soufflot
244,2.3321197,48.8446671,Un Grain Décalé,75006,coffee,3 Rue Vavin
245,2.3471091,48.8407592,=82paris,75005,coffee/patisserie/the/asiatique,11bis Rue Vauquelin
261,2.3786279,48.8713341,Le Petit Grain,75020,boulangerie/patisserie/pouce,7 Rue Denoyez
262,,,Le Petit Grain,75004,boulangerie/patisserie/pouce,1 Rue des Deux Ponts
263,2.4020551,48.8549008,Le Bricheton,75020,boulangerie,50 Rue de la Réunion
272,2.354713,48.849909,Le Boulanger de la Tour,75005,boulangerie,2 Rue du Cardinal Lemoine
273,2.3546935,48.8452002,Nuance café,75005,coffee/brunch/patisserie,16 Rue Linné
274,2.3236157,48.8595503,Cuppa Cafe,75007,coffee/brunch/patisserie,86 Rue de l'Université
277,2.3530343,48.8582346,La Glacerie,75004,glace/patisserie,13 Rue du Temple
278,2.4353972,48.8467744,Chocolaterie Julien Dechenaud,94300,patisserie/chocolatier,32 Rue Robert Giraudineau
279,2.3855338,48.8470612,Boulangerie Perséphone,75012,boulangerie,102 Bd Diderot
280,,,BO&MIE - Turbigo,75002,boulangerie/patisserie/pouce,18 Rue de Turbigo
281,,,BO&MIE - Saint Martin,75003,boulangerie/patisserie/pouce,359 Rue Saint-Martin
282,,,BO&MIE - Louvre Rivoli,75001,boulangerie/patisserie/pouce,91 Rue de Rivoli
283,2.354136,48.8482223,Boulangerie Archibald,75005,boulangerie,28 Rue des Fossés Saint-Bernard
284,2.2996108,48.8829005,Le Jardin Sucré,75017,patisserie,156 Rue de Courcelles
285,2.3231838,48.8540583,Philippe Conticini - Paris 7,75007,patisserie,37 Rue de Varenne
286,,,Philippe Conticini - Paris 3,75003,patisserie,31 RUE NOTRE DAME DE NAZARETH
287,,,Philippe Conticini - Paris 16,75016,patisserie,42 RUE DE L'ANNONCIATION
288,,,Philippe Conticini - Lafayette Gourmet,75009,patisserie,35 BOULEVARD HAUSSMANN
290,2.3515038,48.8617818,Glace Bachir - Chatelet,75003,glace,58 Rue Rambuteau
291,,,Glace Bachir - Montmartre,75018,glace,7 Rue Tardieu
294,2.3607602,48.8630628,Gramme,75003,patisserie/coffee/pouce/brunch/neobistrot,86 Rue des Archives
295,2.3261043,48.8469687,Colorova,75006,patisserie/coffee/pouce/brunch/neobistrot/coeur,47 Rue de l'Abbé Grégoire
296,2.3746599,48.8570675,Pâtisserie Emma Duvéré,75011,patisserie/coffee/pouce/brunch,41 Rue Sedaine
302,2.3661899,48.8719279,Sain Boulangerie,75010,boulangerie/pouce,15 Rue Marie et Louise
303,,,The French Bastards - Oberkampf,75011,boulangerie/patisserie/pouce,61 Rue Oberkampf
304,,,The French Bastards - Saint-Denis,75002,boulangerie/patisserie/pouce,181 Rue Saint-Denis
305,,,The French Bastards - Saint-Ferdinand,75017,boulangerie/patisserie/pouce,35 Pl. Saint-Ferdinand
306,2.3724971,48.863387,Fermentation Générale,75011,boulangerie,37 Rue de la Folie Méricourt
